"","count","DistanciaN","Distancia","Segregation","costoCupo","costoCurrentSolution","temp","conf","count_replica","experiment"
"113",1005615,0.2453210408663,3.7151267334953,0.0232213110141,0.0262058726247,0.0718800251291,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",13,"exp9"
"114",1004385,0.2445929828248,3.7041010673555,0.0257641377258,0.0244968723919,0.072203438342,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",14,"exp9"
"115",1004812,0.2445186757808,3.7029757660581,0.0237126743161,0.0264428459176,0.0720033073448,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",15,"exp9"
"116",998427,0.2452188576725,3.7135792775009,0.0206977556119,0.024419039985,0.0701384504724,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",16,"exp9"
"117",1004984,0.2459720133889,3.7249850212831,0.0209270775849,0.0263357786064,0.0710826713363,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",17,"exp9"
"118",1005144,0.2456493475748,3.7200985900683,0.0205718309913,0.0249014915822,0.0703490347559,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",18,"exp9"
"119",1004704,0.2452946307706,3.7147267806317,0.0167032450593,0.0232894621592,0.0680393338188,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",19,"exp9"
"120",1005887,0.2449391217569,3.7093429740242,0.0186502313064,0.0257189671977,0.0696652563641,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",20,"exp9"
"1211",1004409,0.2448002631248,3.7072401074529,0.0210816612543,0.0276106340988,0.071353137671,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",21,"exp9"
"122",1004861,0.2452566619582,3.7141517832752,0.0213203709664,0.0244603882594,0.0704281537836,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",22,"exp9"
"123",1004928,0.2455170391255,3.71809491906,0.0220141105653,0.0235097680496,0.070441758644,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",23,"exp9"
"124",1001272,0.2445342993908,3.7032123690447,0.0313174977894,0.0237419142071,0.0743012468531,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",24,"exp9"
"125",1002187,0.2438847339802,3.6933753904745,0.0209089026134,0.0244833600357,0.0699660298428,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",25,"exp9"
"126",1005144,0.2456493475748,3.7200985900683,0.0205718309913,0.0249014915822,0.0703490347559,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",26,"exp9"
"127",1000686,0.2451354490337,3.7123161422122,0.018348363706,0.0262180765887,0.06975620802,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",27,"exp9"
"128",998754,0.245721689772,3.7211941358463,0.0215117838824,0.0239232116585,0.0704179879216,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",28,"exp9"
"129",986608,0.2445163652664,3.7029407757692,0.0239648651301,0.0271960946815,0.0723799114277,9.18513e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",29,"exp9"
"130",995501,0.2445813724443,3.7039252404679,0.0238577159877,0.0241622462422,0.0712644031765,9.18513e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 -1 exp9",30,"exp9"
"1112",1003290,0.2453203500388,3.7151162716462,0.0187604490936,0.0275828361674,0.0704598518225,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",1,"exp8"
"1212",1005731,0.2451385556523,3.7123631886527,0.0166560859942,0.0260595523246,0.0689749960389,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",2,"exp8"
"133",992822,0.2458644563203,3.7233561836604,0.0135449815284,0.0251756454232,0.0674815346605,9.18513e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",3,"exp8"
"143",999777,0.2450632257758,3.7112223976432,0.0161426251442,0.0266211953275,0.0689393860593,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",4,"exp8"
"153",1003732,0.2443858335839,3.7009640120095,0.016023465866,0.0218817593539,0.0670505066227,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",5,"exp8"
"163",1004929,0.2452345184234,3.713816442948,0.0127851696552,0.0268048646569,0.0676027783204,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",6,"exp8"
"173",1004880,0.2450446432551,3.7109409850945,0.017873136958,0.0250029309812,0.0690991004585,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",7,"exp8"
"183",1004929,0.2452345184234,3.713816442948,0.0127851696552,0.0268048646569,0.0676027783204,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",8,"exp8"
"193",1003898,0.2453933209587,3.7162213387628,0.0231395319062,0.0245974050495,0.0712860128258,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",9,"exp8"
"1101",1004156,0.2452897646456,3.7146530883353,0.0202892347005,0.0269436321646,0.0708802044974,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",10,"exp8"
"1113",1000101,0.2440364823648,3.6956734586643,0.0159291477356,0.0255758402439,0.0682545381948,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",11,"exp8"
"1121",1001858,0.2447776233096,3.7068972514855,0.0171947460923,0.0242019389156,0.0684650743615,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",12,"exp8"
"1131",1004864,0.2445204690714,3.7030029235402,0.0157848608294,0.0251261117972,0.0681357950841,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",13,"exp8"
"1141",1005677,0.2458353120952,3.7229148253109,0.0141497634841,0.0260702085521,0.0680539685679,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",14,"exp8"
"1151",1005546,0.2457943534314,3.7222945498298,0.0197353801278,0.0258777471072,0.0703702911855,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",15,"exp8"
"1161",1002067,0.2456035242237,3.7194046440616,0.0151107341128,0.0253774908883,0.0681687451278,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",16,"exp8"
"1171",1001858,0.2447776233096,3.7068972514855,0.0171947460923,0.0242019389156,0.0684650743615,9.00143e-08,"10 9e-08 0.98 -1 -1 -1 -1 -1 1 0.99 1.001 exp8",17,"exp8"
